structure,family,split,ops,n_ops,levels,n_levels,n_pairs
nbte2_V_doped.png,nbte2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
nbte2_Vacancy-Anion-03.png,nbte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
nbte2_Vacancy-Anion-06A.png,nbte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
nbte2_Vacancy-Anion-06B.png,nbte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
nbte2_Vacancy-Anion-09A.png,nbte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
nbte2_Vacancy-Anion-09B.png,nbte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
nbte2_Vacancy-Anion-12A.png,nbte2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
nbte2_Vacancy-Anion-12B.png,nbte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
nbte2_Vacancy-Metal.png,nbte2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
pbse2_Defect-Free.png,pbse2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
pbse2_Int-Metal.png,pbse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
pbse2_Vacancy-Anion-03.png,pbse2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
pbse2_Vacancy-Metal.png,pbse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
pbte2_Defect-Free.png,pbte2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
pbte2_Vacancy-Anion-03.png,pbte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
pbte2_Vacancy-Metal.png,pbte2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rete2_Defect-Free.png,rete2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rete2_Vacancy-Anion-03.png,rete2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rete2_Vacancy-Metal.png,rete2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rus2_Anti-Anion.png,rus2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rus2_Anti-Metal.png,rus2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rus2_Defect-Free.png,rus2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rus2_Int-Anion.png,rus2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rus2_Int-Metal.png,rus2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rus2_Ru_adatom.png,rus2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rus2_Vacancy-Anion-03.png,rus2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
rus2_Vacancy-Metal.png,rus2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sno2_Anti-Anion.png,sno2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sno2_Anti-Metal.png,sno2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sno2_Defect-Free.png,sno2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sno2_Int-Anion.png,sno2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sno2_Int-Metal.png,sno2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sno2_Vacancy-Anion-03.png,sno2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sno2_Vacancy-Metal.png,sno2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sns2_Cu_doped.png,sns2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sns2_Defect-Free.png,sns2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sns2_Fe_doped.png,sns2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sns2_Ge_doped.png,sns2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sns2_Mn_doped.png,sns2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sns2_Ni_doped.png,sns2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sns2_V_doped.png,sns2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sns2_Vacancy-Anion-03.png,sns2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
sns2_Vacancy-Metal.png,sns2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snse2_Cu_doped.png,snse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snse2_Defect-Free.png,snse2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snse2_Fe_doped.png,snse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snse2_Ge_doped.png,snse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snse2_Mn_doped.png,snse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snse2_Ni_doped.png,snse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snse2_V_doped.png,snse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snse2_Vacancy-Anion-03.png,snse2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snse2_Vacancy-Metal.png,snse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snte2_Cu_doped.png,snte2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snte2_Defect-Free.png,snte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snte2_Fe_doped.png,snte2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snte2_Ge_doped.png,snte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snte2_Mn_doped.png,snte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snte2_Ni_doped.png,snte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snte2_V_doped.png,snte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snte2_Vacancy-Anion-03.png,snte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
snte2_Vacancy-Metal.png,snte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Anti-2M.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Anti-Anion.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Anti-Metal.png,tas2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Cu_doped.png,tas2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Defect-Free.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Doped-Li.png,tas2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Fe_doped.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Ni_doped.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Ti_doped.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Vacancy-Anion-03.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Vacancy-Anion-06A.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Vacancy-Anion-06B.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Vacancy-Anion-09A.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Vacancy-Anion-09B.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Vacancy-Anion-12A.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Vacancy-Anion-12B.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-A_Vacancy-Metal.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Anti-2M.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Anti-Anion.png,tas2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Anti-Metal.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Cu_doped.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Defect-Free.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Doped-Li.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Fe_doped.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Ni_doped.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Ti_doped.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Vacancy-Anion-03.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Vacancy-Anion-06A.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Vacancy-Anion-06B.png,tas2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Vacancy-Anion-09A.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Vacancy-Anion-09B.png,tas2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Vacancy-Anion-12A.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Vacancy-Anion-12B.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tas2-B_Vacancy-Metal.png,tas2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Anti-Anion.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Anti-Metal.png,tase2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Cu_doped.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Defect-Free.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Doped-Li.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Fe_doped.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Int-Anion.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Int-Metal.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Ni_doped.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Ti_doped.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Vacancy-Anion-03.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Vacancy-Anion-06A.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Vacancy-Anion-06B.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Vacancy-Anion-09A.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Vacancy-Anion-09B.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Vacancy-Anion-12A.png,tase2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Vacancy-Anion-12B.png,tase2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-A_Vacancy-Metal.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Anti-Anion.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Anti-Metal.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Cu_doped.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Defect-Free.png,tase2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Doped-Li.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Fe_doped.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Ni_doped.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Ti_doped.png,tase2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Vacancy-Anion-03.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Vacancy-Anion-06A.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Vacancy-Anion-06B.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Vacancy-Anion-09A.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Vacancy-Anion-09B.png,tase2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Vacancy-Anion-12A.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Vacancy-Anion-12B.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tase2-B_Vacancy-Metal.png,tase2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Anti-2M.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Anti-Anion.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Anti-Metal.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Cu_doped.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Defect-Free.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Doped-Li.png,tate2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Fe_doped.png,tate2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Ni_doped.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Ti_doped.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Vacancy-Anion-03.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Vacancy-Anion-06A.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Vacancy-Anion-06B.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Vacancy-Anion-09A.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Vacancy-Anion-09B.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Vacancy-Anion-12A.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Vacancy-Anion-12B.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-A_Vacancy-Metal.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Anti-Anion.png,tate2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Anti-Metal.png,tate2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Cu_doped.png,tate2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Defect-Free.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Doped-Li.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Fe_doped.png,tate2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Int-Anion.png,tate2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Int-Metal.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Ni_doped.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Ti_doped.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Vacancy-Anion-03.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Vacancy-Anion-06A.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Vacancy-Anion-06B.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Vacancy-Anion-09A.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Vacancy-Anion-09B.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Vacancy-Anion-12A.png,tate2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Vacancy-Anion-12B.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tate2-B_Vacancy-Metal.png,tate2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Adatom-K.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Adatom-Li.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Adatom-Na.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Anti-Anion.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Anti-Metal.png,tis2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Cu_doped.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Defect-Free.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Nb_doped.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_V_doped.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Vacancy-Anion-03.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Vacancy-Anion-06A.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Vacancy-Anion-06B.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Vacancy-Anion-09A.png,tis2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Vacancy-Anion-09B.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Vacancy-Anion-12A.png,tis2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Vacancy-Anion-12B.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Vacancy-Metal.png,tis2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tis2_Zr_doped.png,tis2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Adatom-K.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Adatom-Li.png,tise2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Adatom-Na.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Anti-Anion.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Anti-Metal.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Cu_doped.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Defect-Free.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Nb_doped.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_V_doped.png,tise2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Vacancy-Anion-03.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Vacancy-Anion-06A.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Vacancy-Anion-06B.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Vacancy-Anion-09A.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Vacancy-Anion-09B.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Vacancy-Anion-12A.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Vacancy-Anion-12B.png,tise2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Vacancy-Metal.png,tise2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tise2_Zr_doped.png,tise2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-A_Defect-Free.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-A_Vacancy-Anion-03.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-A_Vacancy-Metal.png,tite2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Adatom-K.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Adatom-Li.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Adatom-Na.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Anti-Anion.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Anti-Metal.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Cu_doped.png,tite2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Defect-Free.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Nb_doped.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_V_doped.png,tite2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Vacancy-Anion-03.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Vacancy-Anion-06A.png,tite2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Vacancy-Anion-06B.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Vacancy-Anion-09A.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Vacancy-Anion-09B.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Vacancy-Anion-12A.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Vacancy-Anion-12B.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Vacancy-Metal.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
tite2-B_Zr_doped.png,tite2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vo2_Defect-Free.png,vo2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vo2_Vacancy-Anion-03.png,vo2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vo2_Vacancy-Metal.png,vo2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Adatom-Li.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Adatom-Na.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Anti-2M.png,vs2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Anti-Anion.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Anti-Metal.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Defect-Free.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Mo_adatom.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Nb_adatom.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_V_adatom.png,vs2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Vacancy-Anion-03.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Vacancy-Anion-06A.png,vs2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Vacancy-Anion-06B.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Vacancy-Anion-09A.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Vacancy-Anion-09B.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Vacancy-Anion-12A.png,vs2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Vacancy-Anion-12B.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vs2_Vacancy-Metal.png,vs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Adatom-Li.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Adatom-Na.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Anti-2M.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Anti-Anion.png,vse2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Anti-Metal.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Defect-Free.png,vse2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Mo_adatom.png,vse2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Nb_adatom.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_V_adatom.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Vacancy-Anion-03.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Vacancy-Anion-06A.png,vse2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Vacancy-Anion-06B.png,vse2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Vacancy-Anion-09A.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Vacancy-Anion-09B.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
